id,tipo,estado,oferta,precio,moneda,nro_ambientes,nro_banios,zona,ciudad,area_m2,latitud,longitud
LOC00033,local comercial,disponible,anticretico,160000.0,dolar,1,4,Equipetrol,Santa Cruz de la Sierra,308.0,-17.770935,-63.192612
CAS00267,casa,disponible,venta,1350000.0,dolar,5,7,Urubó,Santa Cruz de la Sierra,835.0,-17.779238,-63.245235
CAS00268,casa,disponible,venta,135000.0,dolar,3,4,Urubó,Santa Cruz de la Sierra,290.0,-17.761763,-63.232803
CAS00269,casa,disponible,venta,358000.0,dolar,4,6,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,360.0,-17.732765,-63.193123
CAS00270,casa,disponible,alquiler,1200.0,dolar,3,4,Equipetrol,Santa Cruz de la Sierra,174.0,-17.755211,-63.193707
DEP00356,departamento,disponible,alquiler,1300.0,dolar,2,3,Equipetrol,Santa Cruz de la Sierra,100.0,-17.757448,-63.197269
CAS00271,casa,disponible,venta,255000.0,dolar,3,5,Carretera Norte,Santa Cruz de la Sierra,357.0,-17.659399,-63.172077
TER00106,terreno,disponible,venta,195000.0,dolar,0,0,Entre 4to y 5to anillo Sur,Santa Cruz de la Sierra,812.0,-17.818258,-63.207806
TER00107,terreno,disponible,venta,800000.0,dolar,0,0,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,950.0,-17.798113,-63.175167
DEP00357,departamento,disponible,venta,72800.0,dolar,1,1,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,34.0,-17.748013,-63.169323
CAS00272,casa,disponible,alquiler,279.8,dolar,3,2,Urubó,Santa Cruz de la Sierra,130.0,-17.753572,-63.228153
DEP00358,departamento,disponible,alquiler,10500.0,dolar,2,2,Sirari,Santa Cruz de la Sierra,130.0,-17.759472,-63.201496
CAS00273,casa,disponible,venta,800000.0,dolar,3,5,Entre 5to y 6to anillo Oeste,Santa Cruz de la Sierra,401.0,-17.811867,-63.22942
TER00108,terreno,disponible,alquiler,2780.0,dolar,0,0,Doble vía La Guardia,Santa Cruz de la Sierra,5000.0,-17.841269,-63.236111
DEP00359,departamento,disponible,alquiler,100000.0,dolar,2,2,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,71.0,-17.794588,-63.178226
DEP00360,departamento,disponible,alquiler,363.0,dolar,2,1,Equipetrol,Santa Cruz de la Sierra,70.0,-17.764784,-63.196606
CAS00274,casa,disponible,venta,780000.0,dolar,5,6,Urubó,Santa Cruz de la Sierra,750.0,-17.74033,-63.220001
DEP00361,departamento,disponible,alquiler,575.0,dolar,2,1,Sirari,Santa Cruz de la Sierra,88.0,-17.763474,-63.200306
DEP00362,departamento,disponible,alquiler,310.0,dolar,1,1,Entre 1er y 2do anillo Oeste,Santa Cruz de la Sierra,28.0,-17.811548,-63.15377
TER00109,terreno,disponible,venta,220000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,4693.0,-17.710863,-63.206097
OFI00087,oficina,disponible,alquiler,5200.0,dolar,8,2,Equipetrol,Santa Cruz de la Sierra,370.0,-17.755302,-63.198151
CAS00275,casa,disponible,venta,252000.0,dolar,5,4,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,208.0,-17.7864,-63.201557
TER00110,terreno,disponible,venta,17655.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,330.0,-17.811682,-63.307804
TER00111,terreno,disponible,venta,158200.0,dolar,0,0,Entre 2do y 3er anillo Sur,Santa Cruz de la Sierra,600.0,-17.807047,-63.183754
CAS00276,casa,disponible,alquiler,3080.0,dolar,3,5,Las Palmas,Santa Cruz de la Sierra,320.0,-17.803009,-63.210304
CAS00277,casa,disponible,venta,330000.0,dolar,5,3,Equipetrol,Santa Cruz de la Sierra,290.0,-17.755875,-63.195576
OFI00088,oficina,disponible,alquiler,9000.0,dolar,17,4,Sirari,Santa Cruz de la Sierra,700.0,-17.760042,-63.200726
CAS00278,casa,disponible,venta,198000.0,dolar,3,3,Urubó,Santa Cruz de la Sierra,155.0,-17.768673,-63.223465
LOC00034,local comercial,disponible,venta,890000.0,dolar,8,8,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,997.0,-17.754778,-63.165318
DEP00363,departamento,disponible,alquiler,547.5,dolar,2,2,Sirari,Santa Cruz de la Sierra,88.0,-17.763474,-63.200306
CAS00279,casa,disponible,venta,250000.0,dolar,4,4,Carretera Norte,Santa Cruz de la Sierra,222.0,-17.69479,-63.170044
TER00112,terreno,disponible,venta,143000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,853.0,-17.746643,-63.220345
DEP00364,departamento,disponible,venta,130000.0,dolar,4,3,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,135.0,-17.748686,-63.169109
CAS00280,casa,disponible,venta,355000.0,dolar,4,5,Carretera Norte,Santa Cruz de la Sierra,410.0,-17.703669,-63.152931
DEP00365,departamento,disponible,alquiler,350.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,37.0,-17.765383,-63.195393
CAS00281,casa,disponible,venta,185000.0,dolar,4,3,Urubó,Santa Cruz de la Sierra,205.0,-17.74259,-63.235142
TER00113,terreno,disponible,venta,265000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,900.0,-17.776459,-63.249336
CAS00282,casa,disponible,venta,350000.0,dolar,5,5,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,380.0,-17.752855,-63.172932
CAS00283,casa,disponible,venta,299000.0,dolar,4,4,Urubó,Santa Cruz de la Sierra,415.0,-17.755156,-63.245052
DEP00366,departamento,disponible,venta,618880.0,dolar,3,5,Las Palmas,Santa Cruz de la Sierra,309.0,-17.79966,-63.212536
TER00114,terreno,disponible,venta,28800.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,300.0,-17.840935,-63.297337
GAL00007,galpon,disponible,alquiler,2800.0,dolar,4,5,Entre 8vo y 9no anillo Norte,Santa Cruz de la Sierra,1115.0,-17.71438,-63.16581
CAS00284,casa,disponible,venta,335000.0,dolar,4,6,Carretera Norte,Santa Cruz de la Sierra,410.0,-17.702757,-63.153378
DEP00367,departamento,disponible,alquiler,335.0,dolar,1,1,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,41.0,-17.747276,-63.178249
CAS00285,casa,disponible,venta,185000.0,dolar,10,2,Entre 2do y 3er anillo Este,Santa Cruz de la Sierra,100.0,-17.78426,-63.155186
DEP00368,departamento,disponible,alquiler,900.0,dolar,3,2,Entre 3er y 4to anillo Oeste,Santa Cruz de la Sierra,123.0,-17.809366,-63.208981
CAS00286,casa,disponible,venta,325000.0,dolar,3,3,Entre 7mo y 8vo anillo Norte,Santa Cruz de la Sierra,222.0,-17.722771,-63.167503
TER00115,terreno,disponible,venta,2500000.0,dolar,0,0,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,3340.0,-17.750055,-63.160656
CAS00287,casa,disponible,venta,350000.0,dolar,4,3,Carretera Norte,Santa Cruz de la Sierra,240.0,-17.703506,-63.1689
CAS00288,casa,disponible,venta,319000.0,dolar,6,4,Entre 3er y 4to anillo Este,Santa Cruz de la Sierra,234.0,-17.781296,-63.147945
CAS00289,casa,disponible,venta,155000.0,dolar,3,5,Urubó,Santa Cruz de la Sierra,270.0,-17.762154,-63.232754
CAS00290,casa,disponible,venta,1100000.0,dolar,4,8,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,550.0,-17.769163,-63.177738
DEP00369,departamento,disponible,alquiler,680.0,dolar,2,3,Entre 1er y 2do anillo Norte,Santa Cruz de la Sierra,101.0,-17.772289,-63.173962
GAL00008,galpon,disponible,venta,290000.0,dolar,3,4,Entre 2do y 3er anillo Sur,Santa Cruz de la Sierra,405.0,-17.804371,-63.180958
DEP00370,departamento,disponible,venta,100000.0,dolar,2,2,Equipetrol,Santa Cruz de la Sierra,110.0,-17.79332,-63.178463
CAS00291,casa,disponible,venta,240000.0,dolar,5,6,Urubó,Santa Cruz de la Sierra,205.0,-17.707201,-63.220634
OFI00089,oficina,disponible,alquiler,804.0,dolar,1,1,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,140.0,-17.754328,-63.165035
CAS00292,casa,disponible,alquiler,1300.0,dolar,4,2,Sirari,Santa Cruz de la Sierra,280.0,-17.766439,-63.203838
CAS00293,casa,disponible,venta,290000.0,dolar,4,6,Urubó,Santa Cruz de la Sierra,340.0,-17.75823,-63.235882
DEP00371,departamento,disponible,venta,109000.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,42.0,-17.764557,-63.19421
DEP00372,departamento,disponible,alquiler,700.0,dolar,2,2,Entre 1er y 2do anillo Norte,Santa Cruz de la Sierra,108.0,-17.773577,-63.183834
CAS00294,casa,disponible,venta,593000.0,dolar,4,5,Sirari,Santa Cruz de la Sierra,409.0,-17.762482,-63.19981
CAS00295,casa,disponible,venta,160000.0,dolar,5,4,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,234.0,-17.744333,-63.1716
DEP00373,departamento,disponible,venta,136234.0,dolar,2,2,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,74.0,-17.785147,-63.21698
OFI00090,oficina,disponible,alquiler,2632.0,dolar,4,1,Equipetrol,Santa Cruz de la Sierra,188.0,-17.755629,-63.19849
CAS00296,casa,disponible,venta,269000.0,dolar,4,3,Entre 3er y 4to anillo Este,Santa Cruz de la Sierra,277.0,-17.794214,-63.156376
TER00116,terreno,disponible,venta,49000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,1057.0,-17.703865,-63.208157
DEP00374,departamento,disponible,venta,255000.0,dolar,3,4,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,215.0,-17.765005,-63.173359
CAS00297,casa,disponible,venta,520000.0,dolar,4,5,Urubó,Santa Cruz de la Sierra,450.0,-17.769184,-63.225838
TER00117,terreno,disponible,venta,160000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,872.0,-17.743437,-63.221333
CAS00298,casa,disponible,venta,720000.0,dolar,3,6,Urubó,Santa Cruz de la Sierra,503.0,-17.746317,-63.226093
DEP00375,departamento,disponible,venta,43000.0,dolar,1,1,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,30.0,-17.770672,-63.197426
CAS00299,casa,disponible,venta,593000.0,dolar,4,2,Sirari,Santa Cruz de la Sierra,409.0,-17.76581,-63.2043
TER00118,terreno,disponible,venta,63000.0,dolar,0,0,Doble vía La Guardia,Santa Cruz de la Sierra,1022.0,-17.907763,-63.291149
EDI00015,edificio,disponible,alquiler,4000.0,dolar,1,1,Entre 1er y 2do anillo Este,Santa Cruz de la Sierra,660.0,-17.776243,-63.165676
TER00119,terreno,disponible,venta,167000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,701.0,-17.704641,-63.224548
TER00120,terreno,disponible,venta,810000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,5601.0,-17.70229,-63.164394
CAS00300,casa,disponible,venta,265000.0,dolar,4,4,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,288.0,-17.735065,-63.165272
TER00121,terreno,disponible,venta,4635600.0,dolar,0,0,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,13728.0,-17.760033,-63.146431
CAS00301,casa,disponible,venta,85000.0,dolar,3,1,Carretera Norte,Santa Cruz de la Sierra,99.0,-17.679207,-63.144356
TER00122,terreno,disponible,venta,1262940.0,dolar,0,0,Las Palmas,Santa Cruz de la Sierra,1053.0,-17.802519,-63.212021
CAS00302,casa,disponible,venta,210000.0,dolar,5,6,Carretera Norte,Santa Cruz de la Sierra,1062.0,-17.660118,-63.172928
CAS00303,casa,disponible,alquiler,2000.0,dolar,2,5,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,280.0,-17.748198,-63.175335
TER00123,terreno,disponible,venta,40000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,300.0,-17.645147,-63.237942
TER00124,terreno,disponible,venta,95850.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,1066.0,-17.692253,-63.212963
TER00125,terreno,disponible,venta,303408.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,778.0,-17.74979,-63.22633
CAS00304,casa,disponible,venta,530000.0,dolar,4,4,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,366.0,-17.765659,-63.174862
DEP00376,departamento,disponible,venta,155000.0,dolar,4,3,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,115.0,-17.762941,-63.178642
CAS00305,casa,disponible,venta,55000.0,dolar,3,2,Entre 7mo y 8vo anillo Norte,Santa Cruz de la Sierra,96.0,-17.661358,-63.166992
TER00126,terreno,disponible,venta,250000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,1096.0,-17.736814,-63.219357
TER00127,terreno,disponible,venta,5320820.0,dolar,0,0,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,11567.0,-17.739876,-63.162968
CAS00306,casa,disponible,alquiler,28000.0,dolar,3,5,Las Palmas,Santa Cruz de la Sierra,450.0,-17.802847,-63.209961
TER00128,terreno,disponible,venta,8850.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,300.0,-17.59446,-63.06395
DEP00377,departamento,disponible,venta,128000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,53.0,-17.756895,-63.197475
TER00129,terreno,disponible,alquiler,1200.0,dolar,0,0,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,3338.0,-17.749729,-63.160313
TER00130,terreno,disponible,venta,580000.0,dolar,0,0,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,1105.0,-17.759068,-63.188599
TER00131,terreno,disponible,venta,145000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,667.0,-17.705395,-63.227905
CAS00307,casa,disponible,alquiler,700.0,dolar,3,5,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,280.0,-17.734886,-63.165173
GAL00009,galpon,disponible,alquiler,3500.0,dolar,8,5,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,1100.0,-17.759691,-63.181255
CAS00308,casa,disponible,venta,295000.0,dolar,4,6,Urubó,Santa Cruz de la Sierra,511.0,-17.754707,-63.221268
CAS00309,casa,disponible,alquiler,1280.0,dolar,3,4,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,397.0,-17.740656,-63.163147
CAS00310,casa,disponible,venta,250000.0,dolar,5,5,Carretera Norte,Santa Cruz de la Sierra,296.0,-17.702387,-63.174095
LOC00035,local comercial,disponible,alquiler,800.0,dolar,1,2,Sirari,Santa Cruz de la Sierra,108.0,-17.764626,-63.201595
CAS00311,casa,disponible,alquiler,750.0,dolar,3,4,Entre 8vo y 9no anillo Norte,Santa Cruz de la Sierra,320.0,-17.71232,-63.161709
DEP00378,departamento,disponible,venta,217250.0,dolar,2,2,Equipetrol,Santa Cruz de la Sierra,79.0,-17.764565,-63.194221
CAS00312,casa,disponible,alquiler,1600.0,dolar,4,5,Urubó,Santa Cruz de la Sierra,380.0,-17.758837,-63.236156
CAS00313,casa,disponible,alquiler,850.0,dolar,3,3,Sirari,Santa Cruz de la Sierra,50.0,-17.764784,-63.201496
CAS00314,casa,disponible,venta,310000.0,dolar,4,5,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,392.0,-17.730997,-63.171715
DEP00379,departamento,disponible,venta,55500.0,dolar,1,1,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,29.0,-17.757803,-63.183811
CAS00315,casa,disponible,venta,260000.0,dolar,4,6,Carretera Norte,Santa Cruz de la Sierra,295.0,-17.689722,-63.161331
CAS00316,casa,disponible,alquiler,1600.0,dolar,3,5,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,190.0,-17.745899,-63.195507
DEP00380,departamento,disponible,alquiler,390.0,dolar,1,1,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,38.0,-17.770016,-63.197121
DEP00381,departamento,disponible,alquiler,750.0,dolar,2,3,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,132.0,-17.748585,-63.169991
CAS00317,casa,disponible,venta,580000.0,dolar,6,7,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,700.0,-17.758823,-63.187523
DEP00382,departamento,disponible,venta,254000.0,dolar,3,4,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,275.0,-17.764353,-63.174732
DEP00383,departamento,disponible,venta,320000.0,dolar,2,4,Equipetrol,Santa Cruz de la Sierra,220.0,-17.769279,-63.195145
CAS00318,casa,disponible,alquiler,2000.0,dolar,4,6,Urubó,Santa Cruz de la Sierra,450.0,-17.758549,-63.235645
TER00132,terreno,disponible,venta,265000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,750.0,-17.777031,-63.248238
CAS00319,casa,disponible,alquiler,440.0,dolar,3,2,Carretera Norte,Santa Cruz de la Sierra,140.0,-17.696384,-63.130081
CAS00320,casa,disponible,alquiler,1050.0,dolar,3,5,Urubó,Santa Cruz de la Sierra,340.0,-17.758698,-63.236275
TER00133,terreno,disponible,venta,490000.0,dolar,0,0,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,548.0,-17.792801,-63.194572
GAL00010,galpon,disponible,venta,800000.0,dolar,4,5,Distrito 12,Santa Cruz de la Sierra,1008.0,-17.867134,-63.167301
LOC00036,local comercial,disponible,alquiler,250.0,dolar,1,1,Entre 8vo y 9no anillo Sur,Santa Cruz de la Sierra,36.0,-17.849955,-63.227993
CAS00321,casa,disponible,alquiler,650.0,dolar,3,3,Entre 6to y 7mo anillo Oeste,Santa Cruz de la Sierra,156.0,-17.816874,-63.235878
EDI00016,edificio,disponible,venta,405000.0,dolar,8,8,Entre 2do y 3er anillo Este,Santa Cruz de la Sierra,649.0,-17.77927,-63.163235
GAL00011,galpon,disponible,venta,500000.0,dolar,4,6,Entre 2do y 3er anillo Sur,Santa Cruz de la Sierra,410.0,-17.805405,-63.195808
CAS00322,casa,disponible,venta,205000.0,dolar,4,4,Carretera Norte,Santa Cruz de la Sierra,247.0,-17.70236,-63.175762
DEP00384,departamento,disponible,venta,75850.0,dolar,1,2,Equipetrol,Santa Cruz de la Sierra,42.0,-17.769148,-63.191658
DEP00385,departamento,disponible,venta,94000.0,dolar,2,2,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,92.0,-17.787533,-63.220943
DEP00386,departamento,disponible,alquiler,600.0,dolar,1,1,Sirari,Santa Cruz de la Sierra,43.0,-17.764856,-63.20322
OFI00091,oficina,disponible,venta,199000.0,dolar,5,2,Equipetrol,Santa Cruz de la Sierra,119.0,-17.765741,-63.19614
CAS00323,casa,disponible,alquiler,2600.0,dolar,4,5,Urubó,Santa Cruz de la Sierra,480.0,-17.760662,-63.233295
CAS00324,casa,disponible,venta,155000.0,dolar,3,5,Urubó,Santa Cruz de la Sierra,280.0,-17.762171,-63.232483
TER00134,terreno,disponible,venta,310000.0,dolar,0,0,Colinas del Urubó,Santa Cruz de la Sierra,1107.0,-17.755552,-63.217648
GAL00012,galpon,disponible,alquiler,390.0,dolar,3,3,Urubó,Santa Cruz de la Sierra,245.0,-17.750793,-63.229183
LOC00037,local comercial,disponible,alquiler,2500.0,dolar,2,4,Entre 1er y 2do anillo Este,Santa Cruz de la Sierra,319.0,-17.782501,-63.171085
LOC00038,local comercial,disponible,venta,289000.0,dolar,3,4,Centro,Santa Cruz de la Sierra,423.0,-17.785618,-63.172512
DEP00387,departamento,disponible,alquiler,350.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,36.0,-17.766256,-63.195576
DEP00388,departamento,disponible,alquiler,300.0,dolar,2,3,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,81.0,-17.743025,-63.172672
DEP00389,departamento,disponible,alquiler,300.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,37.0,-17.764261,-63.192196
CAS00325,casa,disponible,venta,285000.0,dolar,4,4,Carretera Norte,Santa Cruz de la Sierra,337.0,-17.702665,-63.153355
CAS00326,casa,disponible,venta,180000.0,dolar,4,6,Urubó,Santa Cruz de la Sierra,340.0,-17.760641,-63.232998
DEP00390,departamento,disponible,alquiler,420.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,46.0,-17.76302,-63.178604
DEP00391,departamento,disponible,alquiler,350.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,42.0,-17.763634,-63.178143
CAS00327,casa,disponible,alquiler,5000.0,dolar,4,5,Entre 3er y 4to anillo Oeste,Santa Cruz de la Sierra,562.0,-17.804264,-63.207832
DEP00392,departamento,disponible,alquiler,375.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,67.0,-17.764265,-63.192204
CAS00328,casa,disponible,venta,186000.0,dolar,6,4,Entre 2do y 3er anillo Este,Santa Cruz de la Sierra,319.0,-17.779297,-63.161175
DEP00393,departamento,disponible,anticretico,21000.0,dolar,2,2,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,69.0,-17.762409,-63.175594
LOC00039,local comercial,disponible,alquiler,700.0,dolar,1,2,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,90.0,-17.798195,-63.179771
CAS00329,casa,disponible,alquiler,1500.0,dolar,3,4,Entre 2do y 3er anillo Sur,Santa Cruz de la Sierra,350.0,-17.810564,-63.180302
CAS00330,casa,disponible,venta,399000.0,dolar,4,7,Urubó,Santa Cruz de la Sierra,450.0,-17.759956,-63.23407
DEP00394,departamento,disponible,venta,235000.0,dolar,4,4,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,247.0,-17.798817,-63.21748
DEP00395,departamento,disponible,venta,251120.0,dolar,2,3,Equipetrol,Santa Cruz de la Sierra,125.0,-17.765511,-63.195091
CAS00331,casa,disponible,venta,509381.0,dolar,7,10,Entre 7mo y 8vo anillo Norte,Santa Cruz de la Sierra,889.0,-17.726206,-63.163162
CAS00332,casa,disponible,venta,260000.0,dolar,3,4,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,257.0,-17.791634,-63.223904
DEP00396,departamento,disponible,venta,99536.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,62.0,-17.769035,-63.19437
DEP00397,departamento,disponible,venta,72000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,30.0,-17.755711,-63.193214
DEP00398,departamento,disponible,venta,90000.0,dolar,2,2,Centro,Santa Cruz de la Sierra,100.0,-17.789696,-63.177376
CAS00333,casa,disponible,venta,320000.0,dolar,4,3,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,230.0,-17.793169,-63.176991
CAS00334,casa,disponible,venta,189000.0,dolar,5,5,Entre 5to y 6to anillo Sur,Santa Cruz de la Sierra,210.0,-17.839506,-63.181644
CAS00335,casa,disponible,venta,68000.0,dolar,3,2,Entre 6to y 7mo anillo Sur,Santa Cruz de la Sierra,100.0,-17.830685,-63.227119
CAS00336,casa,disponible,venta,450000.0,dolar,9,4,Entre 1er y 2do anillo Este,Santa Cruz de la Sierra,663.0,-17.7827,-63.168118
TER00135,terreno,disponible,venta,86000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,325.0,-17.745644,-63.222919
DEP00399,departamento,disponible,venta,260000.0,dolar,3,3,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,152.0,-17.751114,-63.19125
TER00136,terreno,disponible,venta,84000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,371.0,-17.689653,-63.161259
DEP00400,departamento,disponible,alquiler,250.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,33.0,-17.76198,-63.188293
DEP00401,departamento,disponible,alquiler,320.0,dolar,2,1,Equipetrol,Santa Cruz de la Sierra,55.0,-17.76041,-63.1964
OFI00092,oficina,disponible,venta,102477.0,dolar,1,2,Centro,Santa Cruz de la Sierra,117.0,-17.790289,-63.176983
DEP00402,departamento,disponible,alquiler,350.0,dolar,3,2,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,95.0,-17.725752,-63.167744
CAS00337,casa,disponible,alquiler,696.0,dolar,3,4,Equipetrol,Santa Cruz de la Sierra,163.0,-17.770561,-63.19096
TER00137,terreno,disponible,venta,1850000.0,dolar,0,0,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,2313.0,-17.79295,-63.176945
TER00138,terreno,disponible,venta,1260000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,40000.0,-17.718782,-63.217571
CAS00338,casa,disponible,alquiler,2500.0,dolar,3,4,Urubó,Santa Cruz de la Sierra,330.0,-17.763462,-63.224033
LOC00040,local comercial,disponible,venta,78000.0,dolar,1,1,Entre 3er y 4to anillo Este,Santa Cruz de la Sierra,623.0,-17.788168,-63.149071
TER00139,terreno,disponible,venta,550000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,22200.0,-17.415705,-63.196522
DEP00403,departamento,disponible,alquiler,700.0,dolar,2,2,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,85.0,-17.771851,-63.203659
DEP00404,departamento,disponible,alquiler,250.0,dolar,1,2,Centro,Santa Cruz de la Sierra,65.0,-17.785103,-63.17952
CAS00339,casa,disponible,alquiler,313.2,dolar,2,2,Carretera Norte,Santa Cruz de la Sierra,80.0,-17.699326,-63.168941
DEP00405,departamento,disponible,alquiler,320.0,dolar,2,1,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,70.0,-17.722076,-63.177677
CAS00340,casa,disponible,venta,360000.0,dolar,4,5,Urubó,Santa Cruz de la Sierra,359.0,-17.758877,-63.235775
DEP00406,departamento,disponible,venta,105000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,36.0,-17.771547,-63.191025
DEP00407,departamento,disponible,alquiler,243.6,dolar,1,1,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,62.0,-17.79277,-63.176186
CAS00341,casa,disponible,venta,470000.0,dolar,4,5,Urubó,Santa Cruz de la Sierra,390.0,-17.761419,-63.231419
GAL00013,galpon,disponible,venta,850000.0,dolar,4,5,Carretera Norte,Santa Cruz de la Sierra,20404.0,-17.564753,-63.161636
TER00140,terreno,disponible,venta,145000.0,dolar,0,0,Carretera Cotoca,Santa Cruz de la Sierra,9183.0,-17.915234,-63.056614
CAS00342,casa,disponible,alquiler,690.0,dolar,3,4,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,210.0,-17.735073,-63.165131
DEP00408,departamento,disponible,alquiler,320.0,dolar,1,1,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,45.0,-17.79505,-63.197918
DEP00409,departamento,disponible,venta,75000.0,dolar,1,1,Sirari,Santa Cruz de la Sierra,40.0,-17.763611,-63.203026
DEP00410,departamento,disponible,alquiler,350.0,dolar,2,2,Entre 7mo y 8vo anillo Norte,Santa Cruz de la Sierra,88.0,-17.720409,-63.17849
DEP00411,departamento,disponible,venta,103000.0,dolar,3,4,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,78.0,-17.731478,-63.168556
DEP00412,departamento,alquilado,alquiler,280.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,45.0,-17.765682,-63.193428
DEP00413,departamento,disponible,alquiler,250.0,dolar,1,1,Entre 1er y 2do anillo Oeste,Santa Cruz de la Sierra,60.0,-17.779325,-63.19207
DEP00414,departamento,disponible,alquiler,635.0,dolar,3,2,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,123.0,-17.750126,-63.170677
DEP00415,departamento,disponible,alquiler,320.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,45.0,-17.763786,-63.191593
DEP00416,departamento,disponible,venta,63000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,36.0,-17.766256,-63.196346
