id,tipo,estado,oferta,precio,moneda,nro_ambientes,nro_banios,zona,ciudad,area_m2,latitud,longitud
CAS00194,casa,disponible,venta,135000.0,dolar,3,3,El Remanso,Santa Cruz de la Sierra,114.0,-17.71106,-63.170097
TER00049,terreno,disponible,alquiler,6000.0,dolar,0,0,Equipetrol,Santa Cruz de la Sierra,1500.0,-17.760201,-63.192001
TER00050,terreno,disponible,alquiler,10177.0,dolar,0,0,Doble vía La Guardia,Santa Cruz de la Sierra,18279.0,-17.84129,-63.236111
TER00051,terreno,disponible,venta,540000.0,dolar,0,0,Sirari,Santa Cruz de la Sierra,450.0,-17.764959,-63.201012
OFI00077,oficina,disponible,alquiler,400.0,dolar,4,2,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,126.0,-17.796644,-63.178062
CAS00195,casa,disponible,venta,580000.0,dolar,5,6,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,633.0,-17.742903,-63.166191
DEP00312,departamento,disponible,alquiler,800.0,dolar,3,4,Urubó,Santa Cruz de la Sierra,245.0,-17.765671,-63.222576
TER00052,terreno,disponible,venta,95000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,489.0,-17.698156,-63.170429
CAS00196,casa,disponible,alquiler,2800.0,dolar,4,6,Entre 3er y 4to anillo Oeste,Santa Cruz de la Sierra,420.0,-17.793009,-63.208355
DEP00313,departamento,disponible,alquiler,600.0,dolar,1,1,Sirari,Santa Cruz de la Sierra,43.0,-17.764875,-63.203201
CAS00197,casa,disponible,venta,340000.0,dolar,6,6,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,480.0,-17.757484,-63.173874
DEP00314,departamento,disponible,venta,90263.0,dolar,1,1,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,48.0,-17.784603,-63.217049
DEP00315,departamento,disponible,venta,36400.0,dolar,1,1,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,34.0,-17.736008,-63.15963
DEP00316,departamento,disponible,venta,214000.0,dolar,1,2,Equipetrol,Santa Cruz de la Sierra,91.0,-17.765121,-63.194168
CAS00198,casa,disponible,venta,120000.0,dolar,4,3,Carretera Norte,Santa Cruz de la Sierra,170.0,-17.69788,-63.182487
TER00053,terreno,disponible,venta,72000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,384.0,-17.808838,-63.270039
TER00054,terreno,disponible,venta,14900.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,300.0,-17.591972,-63.183842
DEP00317,departamento,disponible,alquiler,1100.0,dolar,3,4,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,215.0,-17.732321,-63.168621
DEP00318,departamento,disponible,venta,145000.0,dolar,1,1,Sirari,Santa Cruz de la Sierra,67.0,-17.765348,-63.202972
DEP00319,departamento,disponible,alquiler,600.0,dolar,2,2,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,75.0,-17.768602,-63.188721
CAS00199,casa,disponible,venta,380000.0,dolar,4,4,Urubó,Santa Cruz de la Sierra,320.0,-17.758577,-63.236172
OFI00078,oficina,disponible,alquiler,2240.0,dolar,8,1,Equipetrol,Santa Cruz de la Sierra,188.0,-17.755421,-63.198158
TER00055,terreno,disponible,venta,1600.0,dolar,0,0,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,2118.0,-17.757841,-63.175766
CAS00200,casa,disponible,venta,160000.0,dolar,3,3,Entre 5to y 6to anillo Oeste,Santa Cruz de la Sierra,160.0,-17.809067,-63.22929
TER00056,terreno,disponible,alquiler,1500.0,dolar,0,0,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,2389.0,-17.733391,-63.166065
CAS00201,casa,disponible,venta,249000.0,dolar,3,4,Pampa de la isla,Santa Cruz de la Sierra,389.0,-17.762074,-63.108639
DEP00320,departamento,disponible,venta,69000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,50.0,-17.761597,-63.199608
CAS00202,casa,disponible,alquiler,830.0,dolar,7,4,Las Palmas,Santa Cruz de la Sierra,320.0,-17.797636,-63.213371
TER00057,terreno,disponible,venta,342000.0,dolar,0,0,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,1800.0,-17.743067,-63.13847
TER00058,terreno,disponible,venta,760000.0,dolar,0,0,Equipetrol,Santa Cruz de la Sierra,721.0,-17.756039,-63.195576
CAS00203,casa,disponible,venta,170000.0,dolar,3,4,Carretera Norte,Santa Cruz de la Sierra,267.0,-17.701544,-63.165379
DEP00321,departamento,disponible,alquiler,750.0,dolar,3,2,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,241.0,-17.732487,-63.170147
DEP00322,departamento,disponible,alquiler,420.0,dolar,3,3,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,115.0,-17.79505,-63.179092
CAS00204,casa,disponible,venta,210000.0,dolar,3,4,Urubó,Santa Cruz de la Sierra,185.0,-17.752754,-63.226868
DEP00323,departamento,disponible,venta,220000.0,dolar,3,4,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,201.0,-17.769011,-63.175503
CAS00205,casa,disponible,anticretico,150000.0,dolar,4,4,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,310.0,-17.766562,-63.164867
TER00059,terreno,disponible,venta,99000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,729.0,-17.695993,-63.210426
CAS00206,casa,disponible,venta,42000.0,dolar,2,1,Carretera Norte,Santa Cruz de la Sierra,70.0,-17.634632,-63.170258
CAS00207,casa,disponible,venta,278000.0,dolar,3,4,Entre 6to y 7mo anillo Sur,Santa Cruz de la Sierra,457.0,-17.844065,-63.191402
QUI00003,quinta propiedad agricola,disponible,venta,7350000.0,dolar,10,5,Carretera Cotoca,Santa Cruz de la Sierra,800.0,-17.607403,-62.197193
CAS00208,casa,disponible,venta,285000.0,dolar,4,4,Urubó,Santa Cruz de la Sierra,311.0,-17.78647,-63.269226
TER00060,terreno,disponible,venta,205000.0,dolar,0,0,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,605.0,-17.730988,-63.169155
TER00061,terreno,disponible,venta,3875000.0,dolar,0,0,Parque Industrial,Santa Cruz de la Sierra,13426.0,-17.75025,-63.143368
LOC00028,local comercial,disponible,alquiler,11000.0,dolar,4,3,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,1449.0,-17.773884,-63.165638
DEP00324,departamento,disponible,venta,58500.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,32.0,-17.765724,-63.193687
CAS00209,casa,disponible,venta,385000.0,dolar,5,7,Carretera Norte,Santa Cruz de la Sierra,340.0,-17.702545,-63.178432
TER00062,terreno,disponible,alquiler,1750.0,dolar,0,0,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,3388.0,-17.73859,-63.180183
TER00063,terreno,disponible,venta,50900.0,dolar,0,0,Entre 8vo y 9no anillo Norte,Santa Cruz de la Sierra,486.0,-17.727177,-63.130859
DEP00325,departamento,disponible,alquiler,450.0,dolar,2,1,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,86.0,-17.797028,-63.196686
DEP00326,departamento,disponible,venta,150000.0,dolar,3,2,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,109.0,-17.765312,-63.188942
TER00064,terreno,disponible,venta,230000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,843.0,-17.746624,-63.220516
CAS00210,casa,disponible,venta,385000.0,dolar,6,7,Carretera Norte,Santa Cruz de la Sierra,325.0,-17.702364,-63.177967
CAS00211,casa,disponible,venta,1270000.0,dolar,7,10,Carretera Norte,Santa Cruz de la Sierra,1400.0,-17.689964,-63.161674
TER00065,terreno,disponible,venta,29900.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,383.0,-17.653023,-63.17857
TER00066,terreno,disponible,venta,335000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,859.0,-17.765615,-63.225391
DEP00327,departamento,disponible,alquiler,600.0,dolar,2,2,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,98.0,-17.751179,-63.191242
DEP00328,departamento,disponible,venta,105000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,36.0,-17.772423,-63.191975
CAS00212,casa,disponible,venta,210000.0,dolar,3,4,Entre 8vo y 9no anillo Norte,Santa Cruz de la Sierra,185.0,-17.713348,-63.169682
TER00067,terreno,disponible,venta,260000.0,dolar,0,0,Carretera Cotoca,Santa Cruz de la Sierra,16999.0,-17.762365,-63.023655
CAS00213,casa,disponible,alquiler,440.0,dolar,3,3,Carretera Norte,Santa Cruz de la Sierra,140.0,-17.695917,-63.13559
TER00068,terreno,disponible,venta,89000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,697.0,-17.765285,-63.255135
CAS00214,casa,disponible,alquiler,1000.0,dolar,4,5,Urubó,Santa Cruz de la Sierra,241.0,-17.759825,-63.223049
DEP00329,departamento,disponible,alquiler,450.0,dolar,2,2,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,99.0,-17.748667,-63.169411
TER00069,terreno,disponible,venta,350000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,1657.0,-17.504997,-63.163303
CAS00215,casa,disponible,alquiler,350.0,dolar,4,3,Carretera Norte,Santa Cruz de la Sierra,135.0,-17.703213,-63.144341
OFI00079,oficina,disponible,venta,140000.0,dolar,6,1,Equipetrol,Santa Cruz de la Sierra,84.0,-17.756365,-63.197807
OFI00080,oficina,disponible,venta,7900000.0,dolar,47,23,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,6946.0,-17.735476,-63.158298
TER00070,terreno,disponible,venta,7000000.0,dolar,0,0,Entre 4to y 5to anillo Este,Santa Cruz de la Sierra,3924.0,-17.793072,-63.147697
CAS00216,casa,disponible,venta,376000.0,dolar,4,6,Entre 8vo y 9no anillo Sur,Santa Cruz de la Sierra,700.0,-17.865042,-63.224689
CAS00217,casa,disponible,venta,178000.0,dolar,5,3,Carretera Norte,Santa Cruz de la Sierra,192.0,-17.696878,-63.184444
DEP00330,departamento,disponible,venta,102000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,36.0,-17.771463,-63.191074
CAS00218,casa,disponible,venta,285000.0,dolar,4,4,Entre 2do y 3er anillo Este,Santa Cruz de la Sierra,300.0,-17.774776,-63.158028
DEP00331,departamento,disponible,alquiler,700.0,dolar,1,2,Equipetrol,Santa Cruz de la Sierra,65.0,-17.756273,-63.197926
TER00071,terreno,disponible,venta,90000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,526.0,-17.810598,-63.271908
CAS00219,casa,disponible,venta,120000.0,dolar,3,3,Carretera Norte,Santa Cruz de la Sierra,170.0,-17.703716,-63.180042
DEP00332,departamento,disponible,alquiler,1100.0,dolar,3,4,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,220.0,-17.733072,-63.169323
DEP00333,departamento,disponible,alquiler,315.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,46.0,-17.762596,-63.174774
CAS00220,casa,disponible,venta,265000.0,dolar,3,3,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,288.0,-17.735008,-63.165146
CAS00221,casa,disponible,alquiler,3500.0,dolar,4,5,Urubó,Santa Cruz de la Sierra,435.0,-17.742863,-63.220345
TER00072,terreno,disponible,venta,270000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,8564.0,-17.44466,-63.217548
TER00073,terreno,disponible,alquiler,950.0,dolar,0,0,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,1100.0,-17.795048,-63.182484
CAS00222,casa,disponible,anticretico,65000.0,dolar,3,2,Urubó,Santa Cruz de la Sierra,250.0,-17.760439,-63.221718
CAS00223,casa,disponible,venta,2800000.0,dolar,5,6,Urubó,Santa Cruz de la Sierra,2000.0,-17.746502,-63.2206
DEP00334,departamento,disponible,alquiler,980.0,dolar,1,3,Equipetrol,Santa Cruz de la Sierra,135.0,-17.770164,-63.191612
DEP00335,departamento,disponible,venta,62000.0,dolar,1,1,Sirari,Santa Cruz de la Sierra,43.0,-17.766163,-63.201767
DEP00336,departamento,disponible,venta,69000.0,dolar,1,1,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,41.0,-17.757717,-63.170197
LOC00029,local comercial,disponible,venta,300000.0,dolar,7,4,Urubó,Santa Cruz de la Sierra,224.0,-17.749363,-63.215065
CAS00224,casa,disponible,venta,215000.0,dolar,3,4,Urubó,Santa Cruz de la Sierra,320.0,-17.749399,-63.234222
DEP00337,departamento,disponible,venta,108300.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,75.0,-17.764784,-63.194801
DEP00338,departamento,disponible,alquiler,375.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,67.0,-17.764261,-63.192204
CAS00225,casa,disponible,alquiler,850.0,dolar,3,3,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,300.0,-17.732338,-63.158691
CAS00226,casa,disponible,venta,160000.0,dolar,5,4,Entre 6to y 7mo anillo Oeste,Santa Cruz de la Sierra,170.0,-17.817701,-63.23061
TER00074,terreno,disponible,venta,332000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,1106.0,-17.779156,-63.237339
TER00075,terreno,disponible,venta,1600000.0,dolar,0,0,Entre 1er y 2do anillo Oeste,Santa Cruz de la Sierra,1007.0,-17.795336,-63.193787
TER00076,terreno,disponible,venta,104000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,849.0,-17.766916,-63.236912
CAS00227,casa,disponible,venta,149500.0,dolar,3,3,Urubó,Santa Cruz de la Sierra,220.0,-17.749388,-63.2342
CAS00228,casa,disponible,venta,189000.0,dolar,4,3,Carretera Norte,Santa Cruz de la Sierra,236.0,-17.70248,-63.165207
OFI00081,oficina,disponible,alquiler,4000.0,dolar,7,2,Sirari,Santa Cruz de la Sierra,350.0,-17.759798,-63.199951
CAS00229,casa,disponible,venta,240000.0,dolar,4,3,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,253.0,-17.738539,-63.183002
TER00077,terreno,disponible,venta,80000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,763.0,-17.765642,-63.254745
CAS00230,casa,disponible,venta,880000.0,dolar,4,7,Las Palmas,Santa Cruz de la Sierra,645.0,-17.80364,-63.210869
DEP00339,departamento,disponible,venta,82900.0,dolar,1,1,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,34.0,-17.755369,-63.172844
EDI00014,edificio,disponible,venta,750000.0,dolar,20,20,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,406.0,-17.751202,-63.182724
DEP00340,departamento,disponible,alquiler,980.0,dolar,1,2,Equipetrol,Santa Cruz de la Sierra,135.0,-17.770302,-63.191734
DEP00341,departamento,disponible,venta,48400.0,dolar,1,1,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,28.0,-17.748013,-63.169151
DEP00342,departamento,disponible,alquiler,450.0,dolar,3,2,Barrio Urbari,Santa Cruz de la Sierra,86.0,-17.795179,-63.197517
DEP00343,departamento,disponible,alquiler,390.0,dolar,3,3,Entre 1er y 2do anillo Norte,Santa Cruz de la Sierra,142.0,-17.770645,-63.176365
OFI00082,oficina,disponible,alquiler,790.0,dolar,4,2,Urubó,Santa Cruz de la Sierra,75.0,-17.750793,-63.216568
CAS00231,casa,disponible,venta,450800.0,dolar,5,4,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,360.0,-17.755962,-63.165638
DEP00344,departamento,disponible,alquiler,300.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,37.0,-17.764202,-63.192226
DEP00345,departamento,disponible,alquiler,250.0,dolar,2,3,Entre 3er y 4to anillo Oeste,Santa Cruz de la Sierra,110.0,-17.803869,-63.203732
CAS00232,casa,disponible,venta,91000.0,dolar,4,3,Entre 8vo y 9no anillo Norte,Santa Cruz de la Sierra,160.0,-17.722065,-63.143147
CAS00233,casa,disponible,venta,135000.0,dolar,3,2,Carretera Norte,Santa Cruz de la Sierra,110.0,-17.695908,-63.130333
DEP00346,departamento,disponible,alquiler,380.0,dolar,2,2,Centro,Santa Cruz de la Sierra,60.0,-17.79001,-63.176167
DEP00347,departamento,disponible,venta,59000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,38.0,-17.76539,-63.194401
CAS00234,casa,disponible,venta,1050000.0,dolar,5,6,Urubó,Santa Cruz de la Sierra,1080.0,-17.760071,-63.222233
CAS00235,casa,disponible,alquiler,850.0,dolar,3,3,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,180.0,-17.765999,-63.169235
TER00078,terreno,disponible,venta,3600000.0,dolar,0,0,Carretera Cotoca,Santa Cruz de la Sierra,50000.0,-17.765306,-63.073269
CAS00236,casa,disponible,alquiler,650.0,dolar,2,2,Carretera Norte,Santa Cruz de la Sierra,180.0,-17.687233,-63.150787
CAS00237,casa,disponible,venta,270000.0,dolar,4,4,Entre 3er y 4to anillo Oeste,Santa Cruz de la Sierra,420.0,-17.797323,-63.212589
TER00079,terreno,disponible,venta,115000.0,dolar,0,0,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,248.0,-17.755692,-63.158081
CAS00238,casa,disponible,alquiler,4500.0,dolar,5,6,Urubó,Santa Cruz de la Sierra,500.0,-17.751499,-63.217743
TER00080,terreno,disponible,venta,79000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,763.0,-17.765814,-63.255192
TER00081,terreno,disponible,venta,8470000.0,dolar,0,0,Carretera Cotoca,Santa Cruz de la Sierra,242000.0,-17.763264,-63.064598
TER00082,terreno,disponible,venta,178000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,774.0,-17.771229,-63.229527
OFI00083,oficina,disponible,alquiler,300.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,37.0,-17.764277,-63.192581
TER00083,terreno,disponible,venta,814400.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,2036.0,-17.748779,-63.215515
TER00084,terreno,disponible,venta,2042000.0,dolar,0,0,Entre 7mo y 8vo anillo Norte,Santa Cruz de la Sierra,5105.0,-17.72086,-63.162548
OFI00084,oficina,disponible,alquiler,2500.0,dolar,3,1,Equipetrol,Santa Cruz de la Sierra,188.0,-17.75515,-63.198364
CAS00239,casa,disponible,venta,1141506.0,dolar,4,4,Sirari,Santa Cruz de la Sierra,580.0,-17.762388,-63.202374
TER00085,terreno,disponible,venta,65000.0,dolar,0,0,Entre 8vo y 9no anillo Norte,Santa Cruz de la Sierra,633.0,-17.726183,-63.128529
TER00086,terreno,disponible,venta,19000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,1500.0,-17.779728,-63.26506
CAS00240,casa,disponible,venta,290000.0,dolar,3,4,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,370.0,-17.744169,-63.174473
GAL00003,galpon,disponible,venta,175000.0,dolar,3,3,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,190.0,-17.750862,-63.157879
TER00087,terreno,disponible,venta,930000.0,dolar,0,0,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,1100.0,-17.757931,-63.170841
CAS00241,casa,disponible,venta,1100000.0,dolar,4,7,Urubó,Santa Cruz de la Sierra,980.0,-17.731291,-63.218761
TER00088,terreno,disponible,venta,290000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,270000.0,-17.47191,-63.270985
CAS00242,casa,disponible,alquiler,630.0,dolar,4,3,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,190.0,-17.746193,-63.169582
CAS00243,casa,disponible,alquiler,2200.0,dolar,5,5,Urubó,Santa Cruz de la Sierra,450.0,-17.752054,-63.218857
OFI00085,oficina,disponible,alquiler,4500.0,dolar,7,2,Sirari,Santa Cruz de la Sierra,350.0,-17.75939,-63.199867
CAS00244,casa,disponible,alquiler,1500.0,dolar,3,4,Entre 2do y 3er anillo Sur,Santa Cruz de la Sierra,350.0,-17.809551,-63.180843
TER00089,terreno,disponible,venta,500000.0,dolar,0,0,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,582.0,-17.763206,-63.179195
TER00090,terreno,disponible,venta,10584000.0,dolar,0,0,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,6828.0,-17.753929,-63.175613
DEP00348,departamento,disponible,alquiler,630.0,dolar,4,3,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,190.0,-17.745724,-63.164261
GAL00004,galpon,disponible,alquiler,2500.0,dolar,4,4,Carretera Norte,Santa Cruz de la Sierra,1700.0,-17.518011,-63.164932
DEP00349,departamento,disponible,venta,135000.0,dolar,3,2,Entre 7mo y 8vo anillo Norte,Santa Cruz de la Sierra,86.0,-17.721699,-63.168385
TER00091,terreno,disponible,venta,846000.0,dolar,0,0,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,736.0,-17.749359,-63.178089
DEP00350,departamento,disponible,venta,78000.0,dolar,1,1,Sirari,Santa Cruz de la Sierra,37.0,-17.759636,-63.201324
DEP00351,departamento,disponible,alquiler,230.0,dolar,1,1,Barrio Urbari,Santa Cruz de la Sierra,30.0,-17.795933,-63.197739
CAS00245,casa,disponible,venta,325000.0,dolar,4,4,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,296.0,-17.736273,-63.153835
CAS00246,casa,disponible,venta,180000.0,dolar,3,2,Carretera Norte,Santa Cruz de la Sierra,233.0,-17.700815,-63.177635
TER00092,terreno,disponible,venta,283000.0,dolar,0,0,Entre 5to y 6to anillo Oeste,Santa Cruz de la Sierra,951.0,-17.80825,-63.227058
TER00093,terreno,disponible,venta,97700.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,648.0,-17.762482,-63.223091
CAS00247,casa,disponible,venta,225000.0,dolar,4,3,Entre 7mo y 8vo anillo Norte,Santa Cruz de la Sierra,213.0,-17.726307,-63.146217
TER00094,terreno,disponible,venta,7000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,600.0,-17.511532,-63.354069
TER00095,terreno,disponible,venta,125000.0,dolar,0,0,Entre 8vo y 9no anillo Sur,Santa Cruz de la Sierra,193.0,-17.845442,-63.228573
CAS00248,casa,disponible,venta,325000.0,dolar,4,4,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,309.0,-17.733112,-63.155167
TER00096,terreno,disponible,venta,750000.0,dolar,0,0,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,1017.0,-17.799093,-63.189651
TER00097,terreno,disponible,venta,122000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,871.0,-17.694595,-63.208584
TER00098,terreno,disponible,venta,99000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,587.0,-17.698402,-63.128799
LOC00030,local comercial,disponible,alquiler,750.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,200.0,-17.767294,-63.170269
CAS00249,casa,disponible,venta,780000.0,dolar,5,6,Urubó,Santa Cruz de la Sierra,750.0,-17.740494,-63.220001
DEP00352,departamento,disponible,venta,70900.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,40.0,-17.768112,-63.194595
GAL00005,galpon,disponible,alquiler,3000.0,dolar,4,5,Carretera Norte,Santa Cruz de la Sierra,802.0,-17.665215,-63.164413
CAS00250,casa,disponible,venta,240000.0,dolar,4,5,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,270.0,-17.769049,-63.162693
CAS00251,casa,disponible,venta,145000.0,dolar,3,3,Distrito 12,Santa Cruz de la Sierra,222.0,-17.846174,-63.1502
CAS00252,casa,disponible,venta,680000.0,dolar,5,5,Urubó,Santa Cruz de la Sierra,678.0,-17.753244,-63.221794
CAS00253,casa,disponible,venta,46500.0,dolar,2,2,Entre 7mo y 8vo anillo Este,Santa Cruz de la Sierra,70.0,-17.760357,-63.105293
CAS00254,casa,disponible,alquiler,2000.0,dolar,4,4,Sirari,Santa Cruz de la Sierra,200.0,-17.765837,-63.200684
LOC00031,local comercial,disponible,venta,600.0,dolar,1,2,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,86.0,-17.737661,-63.163727
CAS00255,casa,disponible,venta,185000.0,dolar,4,4,Carretera Norte,Santa Cruz de la Sierra,186.0,-17.698357,-63.170525
DEP00353,departamento,disponible,alquiler,600.0,dolar,3,4,Urubó,Santa Cruz de la Sierra,200.0,-17.765261,-63.222748
TER00099,terreno,disponible,venta,90000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,1750.0,-17.53142,-63.124458
GAL00006,galpon,disponible,venta,715000.0,dolar,3,4,Entre 5to y 6to anillo Sur,Santa Cruz de la Sierra,1884.0,-17.843428,-63.178726
CAS00256,casa,disponible,venta,96000.0,dolar,3,2,Entre 6to y 7mo anillo Sur,Santa Cruz de la Sierra,114.0,-17.850739,-63.194412
DEP00354,departamento,disponible,alquiler,250.0,dolar,1,1,Entre 2do y 3er anillo Este,Santa Cruz de la Sierra,50.0,-17.783892,-63.157639
DEP00355,departamento,disponible,alquiler,100000.0,dolar,2,2,Equipetrol,Santa Cruz de la Sierra,135.0,-17.794586,-63.178375
CAS00257,casa,disponible,venta,593000.0,dolar,4,3,Sirari,Santa Cruz de la Sierra,409.0,-17.762636,-63.200348
TER00100,terreno,disponible,venta,2078000.0,dolar,0,0,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,61112.0,-17.529127,-63.129353
CAS00258,casa,disponible,venta,690000.0,dolar,4,6,Colinas del Urubó,Santa Cruz de la Sierra,503.0,-17.734791,-63.21928
TER00101,terreno,disponible,venta,2280000.0,dolar,0,0,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,2534.0,-17.76153,-63.168091
CAS00259,casa,disponible,venta,155000.0,dolar,5,4,Entre 6to y 7mo anillo Sur,Santa Cruz de la Sierra,169.0,-17.853291,-63.189865
CAS00260,casa,disponible,venta,75000.0,dolar,3,2,Distrito 12,Santa Cruz de la Sierra,120.0,-17.864836,-63.150616
TER00102,terreno,disponible,venta,2280000.0,dolar,0,0,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,2534.0,-17.761763,-63.167999
CAS00261,casa,disponible,venta,140000.0,dolar,4,3,Carretera Norte,Santa Cruz de la Sierra,184.0,-17.703732,-63.168705
CAS00262,casa,disponible,alquiler,1600.0,dolar,3,5,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,397.0,-17.740686,-63.163128
TER00103,terreno,disponible,venta,23000.0,dolar,0,0,Pampa de la isla,Santa Cruz de la Sierra,540.0,-17.725229,-63.073776
TER00104,terreno,disponible,venta,50000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,875.0,-17.558441,-63.157124
CAS00263,casa,disponible,alquiler,2000.0,dolar,5,4,Entre 4to y 5to anillo Este,Santa Cruz de la Sierra,220.0,-17.808626,-63.156361
CAS00264,casa,disponible,venta,350000.0,dolar,3,7,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,471.0,-17.753674,-63.174477
CAS00265,casa,disponible,venta,150000.0,dolar,4,3,Carretera Norte,Santa Cruz de la Sierra,150.0,-17.693066,-63.169033
LOC00032,local comercial,disponible,alquiler,350.0,dolar,1,1,Entre 8vo y 9no anillo Sur,Santa Cruz de la Sierra,34.0,-17.849955,-63.227993
CAS00266,casa,disponible,venta,325000.0,dolar,4,4,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,309.0,-17.733112,-63.154652
OFI00086,oficina,disponible,alquiler,900.0,dolar,3,1,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,86.0,-17.748695,-63.16927
TER00105,terreno,disponible,venta,60000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,4999.0,-17.745726,-63.231934
